CHR,POS,gene_code,GENE,FUNCTION,NOTES,,,,,,
chr8,555748, YHR216W,IMD2 - Inosine monophosphate dehydrogenase, catalyzes the rate-limiting step in GTP biosynthesis, expression is induced by mycophenolic acid resulting in resistance to the drug, expression is repressed by nutrient limitatio,,,,,
chr8,555751, YHR216W,IMD2 - Inosine monophosphate dehydrogenase, catalyzes the rate-limiting step in GTP biosynthesis, expression is induced by mycophenolic acid resulting in resistance to the drug, expression is repressed by nutrient limitatio,,,,,
chr8,555754, YHR216W,IMD2 - Inosine monophosphate dehydrogenase, catalyzes the rate-limiting step in GTP biosynthesis, expression is induced by mycophenolic acid resulting in resistance to the drug, expression is repressed by nutrient limitatio,,,,,
chr8,555829, YHR216W,IMD2 - Inosine monophosphate dehydrogenase, catalyzes the rate-limiting step in GTP biosynthesis, expression is induced by mycophenolic acid resulting in resistance to the drug, expression is repressed by nutrient limitatio,,,,,
chr8,555835, YHR216W,IMD2 - Inosine monophosphate dehydrogenase, catalyzes the rate-limiting step in GTP biosynthesis, expression is induced by mycophenolic acid resulting in resistance to the drug, expression is repressed by nutrient limitatio,,,,,
chr8,555840, YHR216W,IMD2 - Inosine monophosphate dehydrogenase, catalyzes the rate-limiting step in GTP biosynthesis, expression is induced by mycophenolic acid resulting in resistance to the drug, expression is repressed by nutrient limitatio,,,,,
chr8,555849, YHR216W,IMD2 - Inosine monophosphate dehydrogenase, catalyzes the rate-limiting step in GTP biosynthesis, expression is induced by mycophenolic acid resulting in resistance to the drug, expression is repressed by nutrient limitatio,,,,,
chr8,555970,NAG,NAG,,,,,,,,
chr8,555991,NAG,NAG,,,,,,,,
chr8,555993,NAG,NAG,,,,,,,,
chr8,556005, ARS824, - Autonomously Replicating Sequence,,,,,,,,
chr8,556076, ARS824, - Autonomously Replicating Sequence,,,,,,,,
chr8,556148, ARS824, - Autonomously Replicating Sequence,,,,,,,,
chr8,556149, ARS824, - Autonomously Replicating Sequence,,,,,,,,
chr8,556221, ARS824, - Autonomously Replicating Sequence,,,,,,,,
chr8,562503, TEL08R, - Telomeric region on the right arm of Chromosome VIII, composed of an X element core sequence, X element combinatorial repeats, an internal stretch of telomeric repeats, a short Y' element, and a terminal stretch of telomeric repeats,,,
chr8,63926, YHL022C,SPO11 - Meiosis-specific protein that initiates meiotic recombination by catalyzing the formation of double-strand breaks in DNA via a transesterification reaction; required for homologous chromosome pairing and synaptonemal complex formation,,,,,,,,
chr8,66824, YHL020C,OPI1 - Transcriptional regulator of a variety of genes; phosphorylation by protein kinase A stimulates Opi1p function in negative regulation of phospholipid biosynthetic genes; involved in telomere maintenance,,,,,,,,
chr8,6773, YHL048W,COS8 - Nuclear membrane protein, member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins; regulation suggests a potential role in the unfolded protein response,,,,,,
chr8,6913, YHL048W,COS8 - Nuclear membrane protein, member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins; regulation suggests a potential role in the unfolded protein response,,,,,,
chr8,7057, YHL048W,COS8 - Nuclear membrane protein, member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins; regulation suggests a potential role in the unfolded protein response,,,,,,
chr8,7061, YHL048W,COS8 - Nuclear membrane protein, member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins; regulation suggests a potential role in the unfolded protein response,,,,,,
chr8,7062, YHL048W,COS8 - Nuclear membrane protein, member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins; regulation suggests a potential role in the unfolded protein response,,,,,,
chr8,7085, YHL048W,COS8 - Nuclear membrane protein, member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins; regulation suggests a potential role in the unfolded protein response,,,,,,
chr8,71906,NAG,NAG,,,,,,,,
chr8,72925, YHL016C,DUR3 - Plasma membrane transporter for both urea and polyamines, expression is highly sensitive to nitrogen catabolite repression and induced by allophanate, the last intermediate of the allantoin degradative pathway,,,,,,
chr8,75976,NAG,NAG,,,,,,,,
chr8,85374,NAG,NAG,,,,,,,,
chr8,85388, YHLCsigma1, - Ty3 LTR,,,,,,,,
chr8,85390, YHLCsigma1, - Ty3 LTR,,,,,,,,
chr8,92142,NAG,NAG,,,,,,,,
chr8,92580,NAG,NAG,,,,,,,,
chr8,93370, YHL008C, - Putative protein of unknown function, may be involved in the uptake of chloride ions; does not appear to be involved in monocarboxylic acid transport; green fluorescent protein (GFP)-fusion protein localizes to the vacuole,,,,,,,
chr8,93375, YHL008C, - Putative protein of unknown function, may be involved in the uptake of chloride ions; does not appear to be involved in monocarboxylic acid transport; green fluorescent protein (GFP)-fusion protein localizes to the vacuole,,,,,,,
chr8,93382, YHL008C, - Putative protein of unknown function, may be involved in the uptake of chloride ions; does not appear to be involved in monocarboxylic acid transport; green fluorescent protein (GFP)-fusion protein localizes to the vacuole,,,,,,,
chr8,93391, YHL008C, - Putative protein of unknown function, may be involved in the uptake of chloride ions; does not appear to be involved in monocarboxylic acid transport; green fluorescent protein (GFP)-fusion protein localizes to the vacuole,,,,,,,
chr8,93392, YHL008C, - Putative protein of unknown function, may be involved in the uptake of chloride ions; does not appear to be involved in monocarboxylic acid transport; green fluorescent protein (GFP)-fusion protein localizes to the vacuole,,,,,,,
chr8,93395, YHL008C, - Putative protein of unknown function, may be involved in the uptake of chloride ions; does not appear to be involved in monocarboxylic acid transport; green fluorescent protein (GFP)-fusion protein localizes to the vacuole,,,,,,,
chr8,93398, YHL008C, - Putative protein of unknown function, may be involved in the uptake of chloride ions; does not appear to be involved in monocarboxylic acid transport; green fluorescent protein (GFP)-fusion protein localizes to the vacuole,,,,,,,
chr8,93401, YHL008C, - Putative protein of unknown function, may be involved in the uptake of chloride ions; does not appear to be involved in monocarboxylic acid transport; green fluorescent protein (GFP)-fusion protein localizes to the vacuole,,,,,,,
chr8,93405, YHL008C, - Putative protein of unknown function, may be involved in the uptake of chloride ions; does not appear to be involved in monocarboxylic acid transport; green fluorescent protein (GFP)-fusion protein localizes to the vacuole,,,,,,,
chr8,93407, YHL008C, - Putative protein of unknown function, may be involved in the uptake of chloride ions; does not appear to be involved in monocarboxylic acid transport; green fluorescent protein (GFP)-fusion protein localizes to the vacuole,,,,,,,
chr8,93417, YHL008C, - Putative protein of unknown function, may be involved in the uptake of chloride ions; does not appear to be involved in monocarboxylic acid transport; green fluorescent protein (GFP)-fusion protein localizes to the vacuole,,,,,,,
chr8,93422, YHL008C, - Putative protein of unknown function, may be involved in the uptake of chloride ions; does not appear to be involved in monocarboxylic acid transport; green fluorescent protein (GFP)-fusion protein localizes to the vacuole,,,,,,,
chr8,93425, YHL008C, - Putative protein of unknown function, may be involved in the uptake of chloride ions; does not appear to be involved in monocarboxylic acid transport; green fluorescent protein (GFP)-fusion protein localizes to the vacuole,,,,,,,
chr8,93446, YHL008C, - Putative protein of unknown function, may be involved in the uptake of chloride ions; does not appear to be involved in monocarboxylic acid transport; green fluorescent protein (GFP)-fusion protein localizes to the vacuole,,,,,,,
chr8,93450, YHL008C, - Putative protein of unknown function, may be involved in the uptake of chloride ions; does not appear to be involved in monocarboxylic acid transport; green fluorescent protein (GFP)-fusion protein localizes to the vacuole,,,,,,,
chr8,93466, YHL008C, - Putative protein of unknown function, may be involved in the uptake of chloride ions; does not appear to be involved in monocarboxylic acid transport; green fluorescent protein (GFP)-fusion protein localizes to the vacuole,,,,,,,
chr8,93467, YHL008C, - Putative protein of unknown function, may be involved in the uptake of chloride ions; does not appear to be involved in monocarboxylic acid transport; green fluorescent protein (GFP)-fusion protein localizes to the vacuole,,,,,,,
chr8,93486, YHL008C, - Putative protein of unknown function, may be involved in the uptake of chloride ions; does not appear to be involved in monocarboxylic acid transport; green fluorescent protein (GFP)-fusion protein localizes to the vacuole,,,,,,,
chr8,93500, YHL008C, - Putative protein of unknown function, may be involved in the uptake of chloride ions; does not appear to be involved in monocarboxylic acid transport; green fluorescent protein (GFP)-fusion protein localizes to the vacuole,,,,,,,
chr8,93585, YHL008C, - Putative protein of unknown function, may be involved in the uptake of chloride ions; does not appear to be involved in monocarboxylic acid transport; green fluorescent protein (GFP)-fusion protein localizes to the vacuole,,,,,,,
chr8,93624, YHL008C, - Putative protein of unknown function, may be involved in the uptake of chloride ions; does not appear to be involved in monocarboxylic acid transport; green fluorescent protein (GFP)-fusion protein localizes to the vacuole,,,,,,,
chr8,94298, YHL008C, - Putative protein of unknown function, may be involved in the uptake of chloride ions; does not appear to be involved in monocarboxylic acid transport; green fluorescent protein (GFP)-fusion protein localizes to the vacuole,,,,,,,
chr8,94316, YHL008C, - Putative protein of unknown function, may be involved in the uptake of chloride ions; does not appear to be involved in monocarboxylic acid transport; green fluorescent protein (GFP)-fusion protein localizes to the vacuole,,,,,,,
chr8,94499, YHL008C, - Putative protein of unknown function, may be involved in the uptake of chloride ions; does not appear to be involved in monocarboxylic acid transport; green fluorescent protein (GFP)-fusion protein localizes to the vacuole,,,,,,,
chr8,94513,NAG,NAG,,,,,,,,
chr8,95000,NAG,NAG,,,,,,,,
chr9,110175, YIL129C,TAO3 - Component of the RAM signaling network that is involved in regulation of Ace2p activity and cellular morphogenesis, interacts with protein kinase Cbk1p and also with Kic1p,,,,,,,
chr9,122089,NAG,NAG,,,,,,,,
chr9,124369, YIL125W,KGD1 - Component of the mitochondrial alpha-ketoglutarate dehydrogenase complex, which catalyzes a key step in the tricarboxylic acid (TCA) cycle, the oxidative decarboxylation of alpha-ketoglutarate to form succinyl-CoA,,,,,,
chr9,137759, YIL119C,RPI1 - Putative transcriptional regulator; overexpression suppresses the heat shock sensitivity of wild-type RAS2 overexpression and also suppresses the cell lysis defect of an mpk1 mutation,,,,,,,,
chr9,165562, YIL107C,PFK26 - 6-phosphofructo-2-kinase, inhibited by phosphoenolpyruvate and sn-glycerol 3-phosphate; has negligible fructose-2,6-bisphosphatase activity; transcriptional regulation involves protein kinase A,,,,,,
chr9,169788,NAG,NAG,,,,,,,,
chr9,177466, YIL100W, - Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; completely overlaps the dubious ORF YIL100C-A,,,,,,,
chr9,181615, YIL097W,FYV10 - Protein of unknown function, required for survival upon exposure to K1 killer toxin; involved in proteasome-dependent catabolite inactivation of FBPase; contains CTLH domain; plays role in anti-apoptosis,,,,,,,
chr9,181770, YIL097W,FYV10 - Protein of unknown function, required for survival upon exposure to K1 killer toxin; involved in proteasome-dependent catabolite inactivation of FBPase; contains CTLH domain; plays role in anti-apoptosis,,,,,,,
chr9,183251,NAG,NAG,,,,,,,,
chr9,190465, YIL092W, - Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and to the nucleus,,,,,,,,
chr9,195445,NAG,NAG,,,,,,,,
chr9,209091, YILWTy3-1, - Long Terminal Repeat (LTR) retrotransposon of the Gypsy (Metaviridae) group; contains co-transcribed genes TYA Gag and TYB Pol, encoding proteins involved in structure and function of virus-like particles, flanked by two direct repeats,,,,,,
chr9,209166, YILWTy3-1, - Long Terminal Repeat (LTR) retrotransposon of the Gypsy (Metaviridae) group; contains co-transcribed genes TYA Gag and TYB Pol, encoding proteins involved in structure and function of virus-like particles, flanked by two direct repeats,,,,,,
chr9,243630, YIL063C,YRB2 - Protein of unknown function involved in nuclear processes of the Ran-GTPase cycle; involved in nuclear protein export; contains Ran Binding Domain and FxFG repeats; interacts with Srm1p, GTP-Gsp1p, Rna1p and Crm1p; is not essential,,,,,,
chr9,244607,NAG,NAG,,,,,,,,
chr9,249625,NAG,NAG,,,,,,,,
chr9,254003,NAG,NAG,,,,,,,,
chr9,257464,NAG,NAG,,,,,,,,
chr9,259323, YIL050W,PCL7 - Pho85p cyclin of the Pho80p subfamily, forms a functional kinase complex with Pho85p which phosphorylates Mmr1p and is regulated by Pho81p; involved in glycogen metabolism, expression is cell-cycle regulated,,,,,,
chr9,26542,NAG,NAG,,,,,,,,
chr9,266383, YIL047C,SYG1 - Plasma membrane protein of unknown function; truncation and overexpression suppresses lethality of G-alpha protein deficiency,,,,,,,,
chr9,267870,NAG,NAG,,,,,,,,
chr9,269753, YIL046W,MET30 - F-box protein containing five copies of the WD40 motif, controls cell cycle function, sulfur metabolism, and methionine biosynthesis as part of the ubiquitin ligase complex; interacts with and regulates Met4p, localizes within the nucleus,,,,
chr9,275280, YIL042C,PKP1 - Mitochondrial protein kinase involved in negative regulation of pyruvate dehydrogenase complex activity by phosphorylating the ser-133 residue of the Pda1p subunit; acts in concert with kinase Pkp2p and phosphatases Ptc5p and Ptc6p,,,,,,,,
chr9,290193,NAG,NAG,,,,,,,,
chr9,374079, YIR008C,PRI1 - Subunit of DNA primase, which is required for DNA synthesis and double-strand break repair,,,,,,,
chr9,377273,NAG,NAG,,,,,,,,
chr9,386381,NAG,NAG,,,,,,,,
chr9,38717, YIL162W,SUC2 - Invertase, sucrose hydrolyzing enzyme; a secreted, glycosylated form is regulated by glucose repression, and an intracellular, nonglycosylated enzyme is produced constitutively,,,,
chr9,389257,NAG,NAG,,,,,,,,
chr9,395057, YIR020W-A, - Dubious open reading frame unlikely to encode a protein, based on experimental and comparative sequence data,,,,,,,
chr9,411668, YIR029W,DAL2 - Allantoicase, converts allantoate to urea and ureidoglycolate in the second step of allantoin degradation; expression sensitive to nitrogen catabolite repression and induced by allophanate, an intermediate in allantoin degradation,,,,,,
chr9,432305,NAG,NAG,,,,,,,,
chr9,432306,NAG,NAG,,,,,,,,
chr9,432311,NAG,NAG,,,,,,,,
chr9,432319,NAG,NAG,,,,,,,,
chr9,432325,NAG,NAG,,,,,,,,
chr9,432333,NAG,NAG,,,,,,,,
chr9,432334,NAG,NAG,,,,,,,,
chr9,432335,NAG,NAG,,,,,,,,
chr9,432376,NAG,NAG,,,,,,,,
chr9,432379,NAG,NAG,,,,,,,,
chr9,438565,NAG,NAG,,,,,,,,
chr9,438571,NAG,NAG,,,,,,,,
chr9,439467, TEL09R-XC, - Telomeric X element Core sequence on the right arm of Chromosome IX, contains an ARS consensus sequence and an Abf1p binding site consensus sequence,,,,,,,
chr9,439574, TEL09R, - Telomeric region on the right arm of Chromosome IX, composed of an X element core sequence, X element combinatorial repeats, and a short terminal stretch of telomeric repeats,,,,,
chr9,57277,NAG,NAG,,,,,,,,
chr9,93280,NAG,NAG,,,,,,,,
chrmt,10406,NAG,NAG,,,,,,,,
chrmt,10820,NAG,NAG,,,,,,,,
chrmt,14419, Q0050,AI1 - Reverse transcriptase required for splicing of the COX1 pre-mRNA, encoded by a mobile group II intron within the mitochondrial COX1 gene,,,,,,,
chrmt,20345, Q0065,AI4 - Endonuclease I-SceII, encoded by a mobile group I intron within the mitochondrial COX1 gene; intron is normally spliced by the BI4p maturase but AI4p can mutate to acquire the same maturase activity,,,,,,,
chrmt,25342, Q0045,COX1 - Subunit I of cytochrome c oxidase, which is the terminal member of the mitochondrial inner membrane electron transport chain; one of three mitochondrially-encoded subunits,,,,,,,
chrmt,26112, Q0045,COX1 - Subunit I of cytochrome c oxidase, which is the terminal member of the mitochondrial inner membrane electron transport chain; one of three mitochondrially-encoded subunits,,,,,,,
chrmt,29015, Q0085,ATP6 - Mitochondrially encoded subunit a of the F0 sector of mitochondrial F1F0 ATP synthase; translation is specifically activated by Atp22p; ATP6 and ATP8 mRNAs are not translated in the absence of the F1 sector of ATPase,,,,,,,,
chrmt,29170, Q0085,ATP6 - Mitochondrially encoded subunit a of the F0 sector of mitochondrial F1F0 ATP synthase; translation is specifically activated by Atp22p; ATP6 and ATP8 mRNAs are not translated in the absence of the F1 sector of ATPase,,,,,,,,
